Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"SYLAA",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. angustifolium (Wiegand) G.L. Nesom",calico aster
"SYLAL7",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. lateriflorum ",calico aster
"SYLAT",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. tenuipes (Wiegand) G.L. Nesom",calico aster
"SYNO2",,"Symphyotrichum novae-angliae (L.) G.L. Nesom",New England aster
"SYON2",,"Symphyotrichum ontarionis (Wiegand) G.L. Nesom",bottomland aster
"SYOO",,"Symphyotrichum oolentangiense (Riddell) G.L. Nesom",skyblue aster
"SYOOO",,"Symphyotrichum oolentangiense (Riddell) G.L. Nesom var. oolentangiense ",skyblue aster
"SYPI2",,"Symphyotrichum pilosum (Willd.) G.L. Nesom",hairy white oldfield aster
"SYPIP3",,"Symphyotrichum pilosum (Willd.) G.L. Nesom var. pilosum ",hairy white oldfield aster
"SYPIP2",,"Symphyotrichum pilosum (Willd.) G.L. Nesom var. pringlei (A. Gray) G.L. Nesom",Pringle's aster
"SYPR5",,"Symphyotrichum praealtum (Poir.) G.L. Nesom",willowleaf aster
"SYPRP",,"Symphyotrichum praealtum (Poir.) G.L. Nesom var. praealtum ",willowleaf aster
"SYPR6",,"Symphyotrichum prenanthoides (Muhl. ex Willd.) G.L. Nesom",crookedstem aster
"SYPU",,"Symphyotrichum puniceum (L.) Á. Löve & D. Löve",purplestem aster
"SYPUP",,"Symphyotrichum puniceum (L.) Á. Löve & D. Löve var. puniceum ",purplestem aster
"SYRA5",,"Symphyotrichum racemosum (Elliott) G.L. Nesom",smooth white oldfield aster
"SYRO3",,"Symphyotrichum robynsianum (Rouss.) L. Brouillet & Labrecque",longleaf aster
"SYSE2",,"Symphyotrichum sericeum (Vent.) G.L. Nesom",western silver aster
"SYSH",,"Symphyotrichum shortii (Lindl.) G.L. Nesom",Short's aster
"SYSU5",,"Symphyotrichum subulatum (Michx.) G.L. Nesom",eastern annual saltmarsh aster
"SYUN",,"Symphyotrichum undulatum (L.) G.L. Nesom",wavyleaf aster
"SYUR",,"Symphyotrichum urophyllum (Lindl.) G.L. Nesom",white arrowleaf aster
"SYUP",,"Symphytum ×uplandicum Nyman (pro sp.) [asperum × officinale]",comfrey
"SYAS",,"Symphytum asperum Lepechin",prickly comfrey
"SYOF",,"Symphytum officinale L.",common comfrey
"SYFO",,"Symplocarpus foetidus (L.) Salisb. ex W.P.C. Barton",skunk cabbage
"SYVU",,"Syringa vulgaris L.",common lilac
"TAIN",,"Taenidia integerrima (L.) Drude",yellow pimpernel
"TAMI3",,"Tagetes minuta L.",muster John Henry
"TABA",,"Tanacetum balsamita L.",costmary
"TABI",,"Tanacetum bipinnatum (L.) Sch. Bip.",Lake Huron tansy
"TABIH",,"Tanacetum bipinnatum (L.) Sch. Bip. ssp. huronense (Nutt.) Breitung",Lake Huron tansy
"TAPA6",,"Tanacetum parthenium (L.) Sch. Bip.",feverfew
"TAVU",,"Tanacetum vulgare L.",common tansy
"TALA2",,"Taraxacum laevigatum (Willd.) DC.",rock dandelion
"TAOF",,"Taraxacum officinale F.H. Wigg.",common dandelion
"TAOFC",,"Taraxacum officinale F.H. Wigg. ssp. ceratophorum (Ledeb.) Schinz ex Thell.",common dandelion
"TAOFO",,"Taraxacum officinale F.H. Wigg. ssp. officinale ",common dandelion
"TAPA9",,"Taraxacum palustre (Lyons) Symons",marsh dandelion
"TACA7",,"Taxus canadensis Marshall",Canada yew
"TEVI",,"Tephrosia virginiana (L.) Pers.",Virginia tephrosia
"TEHE4",,"Tetraneuris herbacea Greene",eastern fournerved daisy
"TEBO",,"Teucrium botrys L.",cutleaf germander
"TECA3",,"Teucrium canadense L.",Canada germander
"TECAC",,"Teucrium canadense L. var. canadense ",Canada germander
"TECAO",,"Teucrium canadense L. var. occidentale (A. Gray) E.M. McClint. & Epling",western germander
"TESC",,"Teucrium scorodonia L.",woodland germander
"THAQ",,"Thalictrum aquilegifolium L.",columbine meadow-rue
"THDA",,"Thalictrum dasycarpum Fisch. & Avé-Lall.",purple meadow-rue
"THDI",,"Thalictrum dioicum L.",early meadow-rue
"THPU2",,"Thalictrum pubescens Pursh",king of the meadow
"THRE",,"Thalictrum revolutum DC.",waxyleaf meadow-rue
"THSP",,"Thalictrum sparsiflorum Turcz. ex Fisch. & C.A. Mey.",fewflower meadow-rue
"THTH2",,"Thalictrum thalictroides (L.) Eames & B. Boivin",rue anemone
"THVE",,"Thalictrum venulosum Trel.",veiny meadow-rue
"THBA",,"Thaspium barbinode (Michx.) Nutt.",hairyjoint meadowparsnip
"THTR",,"Thaspium trifoliatum (L.) A. Gray",purple meadowparsnip
"THTRA",,"Thaspium trifoliatum (L.) A. Gray var. aureum (L.) Britton",purple meadowparsnip
"THNO",,"Thelypteris noveboracensis (L.) Nieuwl.",New York fern
"THPA",,"Thelypteris palustris Schott",eastern marsh fern
"THPAP",,"Thelypteris palustris Schott var. pubescens (G. Lawson) Fernald",eastern marsh fern
"THSI2",,"Thelypteris simulata (Davenport) Nieuwl.",bog fern
"THRH",,"Thermopsis rhombifolia (Nutt. ex Pursh) Nutt. ex Richardson",prairie thermopsis
"THPO7",,"Thinopyrum ponticum (Podp.) Z.-W. Liu & R.-C. Wang",tall wheatgrass
"THDU",,"Thladiantha dubia Bunge",Manchu tubergourd
"THAR5",,"Thlaspi arvense L.",field pennycress
"THOC2",,"Thuja occidentalis L.",arborvitae
"THPA7",,"Thymelaea passerina (L.) Coss. & Germ.",mezereon
"THPR",,"Thymus praecox Opiz",mother of thyme
"THPRA",,"Thymus praecox Opiz ssp. arcticus (Durand) Jalas",creeping thyme
"THPU5",,"Thymus pulegioides L.",lemon thyme
"TICO",,"Tiarella cordifolia L.",heartleaf foamflower
"TICOC2",,"Tiarella cordifolia L. var. cordifolia ",heartleaf foamflower
"TIEU3",,"Tilia ×euchlora K. Koch",Caucasian lime
"TIEU4",,"Tilia ×europaea L. (pro sp.) [cordata × platyphyllos]",common linden
"TIAM",,"Tilia americana L.",American basswood
"TIAMA",,"Tilia americana L. var. americana ",American basswood
"TIAMH",,"Tilia americana L. var. heterophylla (Vent.) Loudon",American basswood
"TICO2",,"Tilia cordata Mill.",littleleaf linden
"TIPL",,"Tilia platyphyllos Scop.",largeleaf linden
"TITO",,"Tilia tomentosa Moench",silver linden
"TOPU",,"Tofieldia pusilla (Michx.) Pers.",Scotch false asphodel
"TOJA",,"Torilis japonica (Houtt.) DC.",erect hedgeparsley
"TOPA6",,"Torreyochloa pallida (Torr.) Church",pale false mannagrass
"TOPAF",,"Torreyochloa pallida (Torr.) Church var. fernaldii (Hitchc.) Dore ex Koyama & Kawano",Fernald's false mannagrass
"TOPAP",,"Torreyochloa pallida (Torr.) Church var. pallida ",pale false mannagrass
"TORA2",,"Toxicodendron radicans (L.) Kuntze",eastern poison ivy
"TORAN",,"Toxicodendron radicans (L.) Kuntze ssp. negundo (Greene) Gillis",eastern poison ivy
"TORAR",,"Toxicodendron radicans (L.) Kuntze ssp. radicans ",eastern poison ivy
"TORY",,"Toxicodendron rydbergii (Small ex Rydb.) Greene",western poison ivy
"TOVE",,"Toxicodendron vernix (L.) Kuntze",poison sumac
"TROH",,"Tradescantia ohiensis Raf.",bluejacket
"TRVI",,"Tradescantia virginiana L.",Virginia spiderwort
"TRCR10",,"Tragopogon ×crantzii Dichlt. [dubius × pratensis]",goatsbeard
"TRDU",,"Tragopogon dubius Scop.",yellow salsify
"TRMI10",,"Tragopogon mirabilis Rouy",Ontario goatsbeard
"TRMI7",,"Tragopogon mirus Ownbey",remarkable goatsbeard
"TRPO",,"Tragopogon porrifolius L.",salsify
"TRPR",,"Tragopogon pratensis L.",Jack-go-to-bed-at-noon
"TRFR",,"Triadenum fraseri (Spach) Gleason",Fraser's marsh St. Johnswort
"TRVI2",,"Triadenum virginicum (L.) Raf.",Virginia marsh St. Johnswort
"TRGL5",,"Triantha glutinosa (Michx.) Baker",sticky tofieldia
"TRTE",,"Tribulus terrestris L.",puncturevine
"TRAL7",,"Trichophorum alpinum (L.) Pers.",alpine bulrush
"TRCE3",,"Trichophorum cespitosum (L.) Hartm.",tufted bulrush
"TRCL4",,"Trichophorum clintonii (A. Gray) S.G. Sm.",Clinton's bulrush
"TRPL6",,"Trichophorum planifolium (Spreng.) Palla",bashful bulrush
"TRBR5",,"Trichostema brachiatum L.",fluxweed
"TRDI2",,"Trichostema dichotomum L.",forked bluecurls
"TRFL2",,"Tridens flavus (L.) Hitchc.",purpletop tridens
"TRFLF",,"Tridens flavus (L.) Hitchc. var. flavus ",purpletop tridens
"TRBO2",,"Trientalis borealis Raf.",starflower
"TRBOB",,"Trientalis borealis Raf. ssp. borealis ",starflower
"TRAR4",,"Trifolium arvense L.",rabbitfoot clover
"TRAU2",,"Trifolium aureum Pollich",golden clover
"TRCA5",,"Trifolium campestre Schreb.",field clover
"TRDU2",,"Trifolium dubium Sibth.",suckling clover
"TRHY",,"Trifolium hybridum L.",alsike clover
"TRIN3",,"Trifolium incarnatum L.",crimson clover
"TRME",,"Trifolium medium L.",zigzag clover
"TRPR2",,"Trifolium pratense L.",red clover
"TRRE2",,"Trifolium reflexum L.",buffalo clover
"TRRE3",,"Trifolium repens L.",white clover
"TRMA20",,"Triglochin maritima L.",seaside arrowgrass
"TRPA28",,"Triglochin palustris L.",marsh arrowgrass
"TRCA14",,"Trigonella caerulea (L.) Ser.",blue fenugreek
"TRCE",,"Trillium cernuum L.",whip-poor-will flower
"TRER3",,"Trillium erectum L.",red trillium
"TRFL6",,"Trillium flexipes Raf.",nodding wakerobin
"TRGR4",,"Trillium grandiflorum (Michx.) Salisb.",white trillium
"TRLU3",,"Trillium luteum (Muhl.) Harbison",yellow wakerobin
"TRUN",,"Trillium undulatum Willd.",painted trillium
"TRPE4",,"Triodanis perfoliata (L.) Nieuwl.",clasping Venus' looking-glass
"TRAN3",,"Triosteum angustifolium L.",yellowfruit horse-gentian
"TRAU4",,"Triosteum aurantiacum E.P. Bicknell",orangefruit horse-gentian
"TRAUA",,"Triosteum aurantiacum E.P. Bicknell var. aurantiacum ",orangefruit horse-gentian
"TRPE5",,"Triosteum perfoliatum L.",feverwort
"TRTR3",,"Triphora trianthophora (Sw.) Rydb.",threebirds
"TRPU4",,"Triplasis purpurea (Walter) Chapm.",purple sandgrass
"TRMA17",,"Tripleurospermum maritimum (L.) W.D.J. Koch",false mayweed
"TRMAM",,"Tripleurospermum maritimum (L.) W.D.J. Koch ssp. maritimum ",false mayweed
"TRMAP",,"Tripleurospermum maritimum (L.) W.D.J. Koch ssp. phaeocephalum (Rupr.) Hämet-Ahti",false mayweed
"TRPE21",,"Tripleurospermum perforatum (Mérat) M. Lainz",scentless false mayweed
"TRFL5",,"Trisetum flavescens (L.) P. Beauv.",yellow oatgrass
"TRME3",,"Trisetum melicoides (Michx.) Vasey ex Scribn.",purple false oat
"TRSP2",,"Trisetum spicatum (L.) K. Richt.",spike trisetum
"TRAE",,"Triticum aestivum L.",common wheat
"TRTU2",,"Triticum turgidum L.",rivet wheat
"TSCA",,"Tsuga canadensis (L.) Carrière",eastern hemlock
"TUSY",,"Tulipa sylvestris L.",wild tulip
"TUFA",,"Tussilago farfara L.",coltsfoot
"TYGL",,"Typha ×glauca Godr. (pro sp.) [angustifolia or domingensis × latifolia]",hybrid cattail
"TYAN",,"Typha angustifolia L.",narrowleaf cattail
"TYLA",,"Typha latifolia L.",broadleaf cattail
"ULAM",,"Ulmus americana L.",American elm
"ULGL",,"Ulmus glabra Huds.",Wych elm
"ULPA",,"Ulmus parvifolia Jacq.",Chinese elm
"ULPR",,"Ulmus procera Salisb.",English elm
"ULPU",,"Ulmus pumila L.",Siberian elm
"ULRU",,"Ulmus rubra Muhl.",slippery elm
"ULTH",,"Ulmus thomasii Sarg.",rock elm
"URDI",,"Urtica dioica L.",stinging nettle
"URDID",,"Urtica dioica L. ssp. dioica ",stinging nettle
"URDIG",,"Urtica dioica L. ssp. gracilis (Aiton) Seland.",California nettle
"URUR",,"Urtica urens L.",dwarf nettle
"UTCO",,"Utricularia cornuta Michx.",horned bladderwort
"UTGE",,"Utricularia geminiscapa Benj.",hiddenfruit bladderwort
"UTGI",,"Utricularia gibba L.",humped bladderwort
"UTIN2",,"Utricularia intermedia Hayne",flatleaf bladderwort
"UTMA",,"Utricularia macrorhiza Leconte",common bladderwort
"UTMI",,"Utricularia minor L.",lesser bladderwort
"UTOC",,"Utricularia ochroleuca R.W. Hartm.",yellowishwhite bladderwort
"UTPU",,"Utricularia purpurea Walter",eastern purple bladderwort
"UTRE",,"Utricularia resupinata B.D. Greene ex Bigelow",lavender bladderwort
"UVGR",,"Uvularia grandiflora Sm.",largeflower bellwort
"UVPE",,"Uvularia perfoliata L.",perfoliate bellwort
"UVSE",,"Uvularia sessilifolia L.",sessileleaf bellwort
"VAHI2",,"Vaccaria hispanica (Mill.) Rauschert",cow soapwort
"VAAN",,"Vaccinium angustifolium Aiton",lowbush blueberry
"VACE",,"Vaccinium cespitosum Michx.",dwarf bilberry
"VACO",,"Vaccinium corymbosum L.",highbush blueberry
"VAMA",,"Vaccinium macrocarpon Aiton",cranberry
"VAME",,"Vaccinium membranaceum Douglas ex Torr.",thinleaf huckleberry
"VAMY",,"Vaccinium myrtilloides Michx.",velvetleaf huckleberry
"VAOV",,"Vaccinium ovalifolium Sm.",oval-leaf blueberry
"VAOX",,"Vaccinium oxycoccos L.",small cranberry
"VAPA4",,"Vaccinium pallidum Aiton",Blue Ridge blueberry
"VAST",,"Vaccinium stamineum L.",deerberry
"VAUL",,"Vaccinium uliginosum L.",bog blueberry
"VAVI",,"Vaccinium vitis-idaea L.",lingonberry
"VAVIM",,"Vaccinium vitis-idaea L. ssp. minus (Lodd.) Hultén",northern mountain cranberry
"VAAT2",,"Vahlodea atropurpurea (Wahlenb.) Fr. ex Hartm.",mountain hairgrass
"VADI",,"Valeriana dioica L.",marsh valerian
"VADIS",,"Valeriana dioica L. var. sylvatica S. Watson",woods valerian
"VAED",,"Valeriana edulis Nutt. ex Torr. & A. Gray",tobacco root
"VAEDC",,"Valeriana edulis Nutt. ex Torr. & A. Gray var. ciliata (Torr. & A. Gray) Cronquist",tobacco root
"VAOF",,"Valeriana officinalis L.",garden valerian
"VAUL2",,"Valeriana uliginosa (Torr. & A. Gray) Rydb.",mountain valerian
"VACH",,"Valerianella chenopodiifolia (Pursh) DC.",goosefoot cornsalad
"VALO",,"Valerianella locusta (L.) Lat.",Lewiston cornsalad
"VAUM",,"Valerianella umbilicata (Sull.) Alph. Wood",navel cornsalad
"VAAM3",,"Vallisneria americana Michx.",American eelgrass
"VEDU",,"Ventenata dubia (Leers) Coss.",North Africa grass
"VEBL",,"Verbascum blattaria L.",moth mullein
"VELY",,"Verbascum lychnitis L.",white mullein
"VENI",,"Verbascum nigrum L.",black mullein
"VEPH",,"Verbascum phlomoides L.",orange mullein
"VETH",,"Verbascum thapsus L.",common mullein
"VEVI2",,"Verbascum virgatum Stokes",wand mullein
"VEDE2",,"Verbena ×deamii Moldenke (pro sp.) [bracteata × stricta]",vervain
"VEEN2",,"Verbena ×engelmannii Moldenke [hastata × urticifolia]",vervain
"VEPE4",,"Verbena ×perriana Moldenke [bracteata × urticifolia]",vervain
"VERY",,"Verbena ×rydbergii Moldenke [hastata × stricta]",vervain
"VEBO",,"Verbena bonariensis L.",purpletop vervain
"VEBR",,"Verbena bracteata Cav. ex Lag. & Rodr.",bigbract verbena
"VEHA2",,"Verbena hastata L.",swamp verbena
"VEHAH",,"Verbena hastata L. var. hastata ",swamp verbena
"VEIN9",,"Verbena incompta P.W. Michael",purpletop vervain
"VESI",,"Verbena simplex Lehm.",narrowleaf vervain
"VEST",,"Verbena stricta Vent.",hoary verbena
"VEUR",,"Verbena urticifolia L.",white vervain
"VEURU",,"Verbena urticifolia L. var. urticifolia ",white vervain
"VEAL",,"Verbesina alternifolia (L.) Britton ex Kearney",wingstem
"VEGI",,"Vernonia gigantea (Walter) Trel.",giant ironweed
"VEGIG",,"Vernonia gigantea (Walter) Trel. ssp. gigantea ",giant ironweed
"VEAG",,"Veronica agrestis L.",green field speedwell
"VEAM2",,"Veronica americana Schwein. ex Benth.",American speedwell
"VEAN2",,"Veronica anagallis-aquatica L.",water speedwell
"VEAR",,"Veronica arvensis L.",corn speedwell
"VEAU",,"Veronica austriaca L.",broadleaf speedwell
"VEAUT",,"Veronica austriaca L. ssp. teucrium (L.) D.A. Webb",broadleaf speedwell
"VEAUV",,"Veronica austriaca L. ssp. vahlii (Gaudin) D.A. Webb",Vahl's speedwell
"VEBE",,"Veronica beccabunga L.",European speedwell
"VECH",,"Veronica chamaedrys L.",germander speedwell
"VEFI",,"Veronica filiformis Sm.",threadstalk speedwell
"VEHE2",,"Veronica hederifolia L.",ivyleaf speedwell
"VEOF2",,"Veronica officinalis L.",common gypsyweed
"VEOFO",,"Veronica officinalis L. var. officinalis ",common gypsyweed
"VEPE2",,"Veronica peregrina L.",neckweed
"VEPEP",,"Veronica peregrina L. ssp. peregrina ",neckweed
"VEPEX2",,"Veronica peregrina L. ssp. xalapensis (Kunth) Pennell",hairy purslane speedwell
"VEPE3",,"Veronica persica Poir.",birdeye speedwell
"VEPO",,"Veronica polita Fr.",gray field speedwell
"VESC2",,"Veronica scutellata L.",skullcap speedwell
"VESE",,"Veronica serpyllifolia L.",thymeleaf speedwell
"VESEH2",,"Veronica serpyllifolia L. ssp. humifusa (Dicks.) Syme",brightblue speedwell
"VESES",,"Veronica serpyllifolia L. ssp. serpyllifolia ",thymeleaf speedwell
"VESP80",,"Veronica spicata L.",spiked speedwell
"VESPI",,"Veronica spicata L. ssp. incana (L.) Walters",spiked speedwell
"VESPS",,"Veronica spicata L. ssp. spicata ",spiked speedwell
"VEVE",,"Veronica verna L.",spring speedwell
"VEWO2",,"Veronica wormskjoldii Roem. & Schult.",American alpine speedwell
"VEWOW",,"Veronica wormskjoldii Roem. & Schult. var. wormskjoldii ",American alpine speedwell
"VEVI4",,"Veronicastrum virginicum (L.) Farw.",Culver's root
"VIAC",,"Viburnum acerifolium L.",mapleleaf viburnum
"VIED",,"Viburnum edule (Michx.) Raf.",squashberry
"VILA",,"Viburnum lantana L.",wayfaringtree
"VILA11",,"Viburnum lantanoides Michx.",hobblebush
"VILE",,"Viburnum lentago L.",nannyberry
"VINU",,"Viburnum nudum L.",possumhaw
"VINUC",,"Viburnum nudum L. var. cassinoides (L.) Torr. & A. Gray",withe-rod
"VIOP",,"Viburnum opulus L.",European cranberrybush
"VIOPA2",,"Viburnum opulus L. var. americanum Aiton",American cranberrybush
"VIOPO",,"Viburnum opulus L. var. opulus ",European cranberrybush
"VIRA",,"Viburnum rafinesqueanum Schult.",downy arrowwood
"VIRE7",,"Viburnum recognitum Fernald",southern arrowwood
"VIAM",,"Vicia americana Muhl. ex Willd.",American vetch
"VIAMA3",,"Vicia americana Muhl. ex Willd. ssp. americana ",American vetch
"VICA2",,"Vicia caroliniana Walter",Carolina vetch
"VICR",,"Vicia cracca L.",bird vetch
"VICRC",,"Vicia cracca L. ssp. cracca ",bird vetch
"VICRT",,"Vicia cracca L. ssp. tenuifolia (Roth) Gaudin",cow vetch
"VIHI",,"Vicia hirsuta (L.) Gray",tiny vetch
"VISA",,"Vicia sativa L.",garden vetch
"VISAN2",,"Vicia sativa L. ssp. nigra (L.) Ehrh.",garden vetch
"VISE",,"Vicia sepium L.",bush vetch
"VISES",,"Vicia sepium L. var. sepium ",bush vetch
"VITE",,"Vicia tetrasperma (L.) Schreb.",lentil vetch
"VIVI",,"Vicia villosa Roth",winter vetch
"VIVIV",,"Vicia villosa Roth ssp. villosa ",winter vetch
"VIMI2",,"Vinca minor L.",common periwinkle
"VIBR3",,"Viola ×brauniae Grover ex Cooperr. [rostrata × striata]",hybrid violet
"VIEC",,"Viola ×eclipes H.E. Ballard [conspersa × striata]",hybrid violet
"VIMA4",,"Viola ×malteana House [conspersa × rostrata]",hybrid violet
"VIPA18",,"Viola ×palmata L. (pro sp.) [brittoniana or pedatifida × affinis or sororia]",early blue violet
"VIPO4",,"Viola ×populifolia Greene (pro sp.) [sororia × triloba]",Peck's violet
"VIPO2",,"Viola ×porteriana Pollard (pro sp.) [cucullata × sagittata]",hybrid violet
"VIAD",,"Viola adunca Sm.",hookedspur violet
"VIADA",,"Viola adunca Sm. var. adunca ",hookedspur violet
"VIAF2",,"Viola affinis Leconte",sand violet
"VIAR",,"Viola arvensis Murray",European field pansy
"VIBI",,"Viola bicolor Pursh",field pansy
"VIBL",,"Viola blanda Willd.",sweet white violet
"VIBLB",,"Viola blanda Willd. var. blanda ",sweet white violet
"VIBLP",,"Viola blanda Willd. var. palustriformis A. Gray",sweet white violet
"VICA4",,"Viola canadensis L.",Canadian white violet
"VICAC",,"Viola canadensis L. var. canadensis ",Canadian white violet
"VICAR",,"Viola canadensis L. var. rugulosa (Greene) C.L. Hitchc.",creepingroot violet
"VICU",,"Viola cucullata Aiton",marsh blue violet
"VIEP",,"Viola epipsila Ledeb.",dwarf marsh violet
"VIEPR",,"Viola epipsila Ledeb. ssp. repens (Turcz. ex Trautv. & C.A. Mey.) Becker",dwarf marsh violet
"VILA10",,"Viola labradorica Schrank",alpine violet
"VILA4",,"Viola lanceolata L.",bog white violet
"VILAL",,"Viola lanceolata L. ssp. lanceolata ",bog white violet
"VIMA2",,"Viola macloskeyi Lloyd",small white violet
"VIMAP3",,"Viola macloskeyi Lloyd ssp. pallens (Banks ex Ging) M.S. Baker",smooth white violet
"VINE",,"Viola nephrophylla Greene",northern bog violet
"VINO",,"Viola novae-angliae House",New England blue violet
"VIOD",,"Viola odorata L.",sweet violet
"VIPA4",,"Viola palustris L.",marsh violet
"VIPAP2",,"Viola palustris L. var. palustris ",marsh violet
"VIPE",,"Viola pedata L.",birdfoot violet
"VIPE2",,"Viola pedatifida G. Don",prairie violet
"VIPU3",,"Viola pubescens Aiton",downy yellow violet
"VIPUP2",,"Viola pubescens Aiton var. pubescens ",downy yellow violet
"VIPUS",,"Viola pubescens Aiton var. scabriuscula Schwein. ex Torr. & A. Gray",downy yellow violet
"VIRE2",,"Viola renifolia A. Gray",white violet
"VIRO",,"Viola rostrata Pursh",longspur violet
"VIRO2",,"Viola rotundifolia Michx.",roundleaf yellow violet
"VISA2",,"Viola sagittata Aiton",arrowleaf violet
"VISAO",,"Viola sagittata Aiton var. ovata (Nutt.) Torr. & A. Gray",arrowleaf violet
"VISAS5",,"Viola sagittata Aiton var. sagittata ",arrowleaf violet
"VISE2",,"Viola selkirkii Pursh ex Goldie",Selkirk's violet
"VISE5",,"Viola septentrionalis Greene",northern woodland violet
