Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"SOOL",,"Sonchus oleraceus L.",common sowthistle
"SOSO2",,"Sorbaria sorbifolia (L.) A. Braun",false spiraea
"SOAM3",,"Sorbus americana Marshall",American mountain ash
"SOAU",,"Sorbus aucuparia L.",European mountain ash
"SODE3",,"Sorbus decora (Sarg.) C.K. Schneid.",northern mountain ash
"SONU2",,"Sorghastrum nutans (L.) Nash",Indiangrass
"SOBI2",,"Sorghum bicolor (L.) Moench",sorghum
"SOBIB",,"Sorghum bicolor (L.) Moench ssp. bicolor ",grain sorghum
"SOBID",,"Sorghum bicolor (L.) Moench ssp. drummondii (Nees ex Steud.) de Wet & Harlan",Sudangrass
"SOHA",,"Sorghum halepense (L.) Pers.",Johnsongrass
"SPAM",,"Sparganium americanum Nutt.",American bur-reed
"SPAN",,"Sparganium androcladum (Engelm.) Morong",branched bur-reed
"SPAN2",,"Sparganium angustifolium Michx.",narrowleaf bur-reed
"SPEM2",,"Sparganium emersum Rehmann",European bur-reed
"SPEU",,"Sparganium eurycarpum Engelm.",broadfruit bur-reed
"SPFL",,"Sparganium fluctuans (Engelm. ex Morong) B.L. Rob.",floating bur-reed
"SPNA",,"Sparganium natans L.",small bur-reed
"SPCA",,"Spartina ×caespitosa A.A. Eaton (pro sp.) [patens × pectinata]",cordgrass
"SPAL",,"Spartina alterniflora Loisel.",smooth cordgrass
"SPCY",,"Spartina cynosuroides (L.) Roth",big cordgrass
"SPPA",,"Spartina patens (Aiton) Muhl.",saltmeadow cordgrass
"SPPE",,"Spartina pectinata Bosc ex Link",prairie cordgrass
"SPAR",,"Spergula arvensis L.",corn spurry
"SPMO2",,"Spergula morisonii Boreau",Morison's spurry
"SPCA3",,"Spergularia canadensis (Pers.) G. Don",Canadian sandspurry
"SPCAC",,"Spergularia canadensis (Pers.) G. Don var. canadensis ",Canadian sandspurry
"SPDI",,"Spergularia diandra (Guss.) Held. & Sart.",alkali sandspurry
"SPMA10",,"Spergularia maritima (All.) Chiov.",media sandspurry
"SPPU8",,"Spergularia purpurea (Pers.) G. Don f.",purple sandspurry
"SPRU",,"Spergularia rubra (L.) J. Presl & C. Presl",red sandspurry
"SPSA5",,"Spergularia salina J. Presl & C. Presl",salt sandspurry
"SPFE",,"Sphaeralcea fendleri A. Gray",Fendler's globemallow
"SPFEF",,"Sphaeralcea fendleri A. Gray ssp. fendleri ",Fendler's globemallow
"SPAT3",,"Sphagnum atlanticum R.E. Andrus",Atlantic sphagnum
"SPCA16",,"Sphagnum carolinianum R.E. Andrus",Carolina sphagnum
"SPCO70",,"Sphagnum compactum DC.",low sphagnum
"SPIN3",,"Sphenopholis intermedia (Rydb.) Rydb.",slender wedgescale
"SPNI",,"Sphenopholis nitida (Biehler) Scribn.",shiny wedgescale
"SPOB",,"Sphenopholis obtusata (Michx.) Scribn.",prairie wedgescale
"SPPE3",,"Sphenopholis pensylvanica (L.) Hitchc.",swamp wedgescale
"SPOL",,"Spinacia oleracea L.",spinach
"SPVA2",,"Spiraea ×vanhouttei (Briot) Carrière [cantoniensis × trilobata]",spirea
"SPAL2",,"Spiraea alba Du Roi",white meadowsweet
"SPALA",,"Spiraea alba Du Roi var. alba ",white meadowsweet
"SPALL",,"Spiraea alba Du Roi var. latifolia (Aiton) Dippel",white meadowsweet
"SPJA",,"Spiraea japonica L. f.",Japanese meadowsweet
"SPJAF",,"Spiraea japonica L. f. var. fortunei (Planch.) Rehder",fortune meadowsweet
"SPPR",,"Spiraea prunifolia Siebold & Zucc.",bridalwreath spirea
"SPTO2",,"Spiraea tomentosa L.",steeplebush
"SPIN6",,"Spiranthes ×intermedia Ames [lacera × vernalis]",lady's tresses
"SPCE",,"Spiranthes cernua (L.) Rich.",nodding lady's tresses
"SPLA4",,"Spiranthes lacera (Raf.) Raf.",northern slender lady's tresses
"SPLAG",,"Spiranthes lacera (Raf.) Raf. var. gracilis (Bigelow) Luer",northern slender lady's tresses
"SPLAL",,"Spiranthes lacera (Raf.) Raf. var. lacera ",northern slender lady's tresses
"SPLU2",,"Spiranthes lucida (H.H. Eaton) Ames",shining lady's tresses
"SPOC",,"Spiranthes ochroleuca (Rydb.) Rydb.",yellow nodding lady's tresses
"SPRO",,"Spiranthes romanzoffiana Cham.",hooded lady's tresses
"SPTU",,"Spiranthes tuberosa Raf.",little lady's tresses
"SPVE",,"Spiranthes vernalis Engelm. & A. Gray",spring lady's tresses
"SPPO",,"Spirodela polyrrhiza (L.) Schleid.",common duckmeat
"SPCL",,"Sporobolus clandestinus (Biehler) Hitchc.",rough dropseed
"SPCO16",,"Sporobolus compositus (Poir.) Merr.",composite dropseed
"SPCOC2",,"Sporobolus compositus (Poir.) Merr. var. compositus ",composite dropseed
"SPCR",,"Sporobolus cryptandrus (Torr.) A. Gray",sand dropseed
"SPHE",,"Sporobolus heterolepis (A. Gray) A. Gray",prairie dropseed
"SPNE2",,"Sporobolus neglectus Nash",puffsheath dropseed
"SPVA",,"Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood",poverty dropseed
"SPVAV2",,"Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. vaginiflorus ",poverty dropseed
"STAN",,"Stachys annua (L.) L.",annual hedgenettle
"STAR",,"Stachys arvensis (L.) L.",staggerweed
"STHY3",,"Stachys hyssopifolia Michx.",hyssopleaf hedgenettle
"STOF2",,"Stachys officinalis (L.) Trevis.",common hedgenettle
"STPA",,"Stachys palustris L.",marsh hedgenettle
"STPI6",,"Stachys pilosa Nutt.",hairy hedgenettle
"STPIA",,"Stachys pilosa Nutt. var. arenicola (Britton) G. Mulligan & D. Munro",hairy hedgenettle
"STPIP5",,"Stachys pilosa Nutt. var. pilosa ",hairy hedgenettle
"STTE",,"Stachys tenuifolia Willd.",smooth hedgenettle
"STTR",,"Staphylea trifolia L.",American bladdernut
"STAL4",,"Stellaria alsine Grimm",bog chickweed
"STBO3",,"Stellaria borealis Bigelow",boreal starwort
"STBOB",,"Stellaria borealis Bigelow ssp. borealis ",boreal starwort
"STGR",,"Stellaria graminea L.",grass-like starwort
"STHO2",,"Stellaria holostea L.",addersmeat
"STLO",,"Stellaria longifolia Muhl. ex Willd.",longleaf starwort
"STLOL",,"Stellaria longifolia Muhl. ex Willd. var. longifolia ",longleaf starwort
"STME2",,"Stellaria media (L.) Vill.",common chickweed
"STMEM",,"Stellaria media (L.) Vill. ssp. media ",common chickweed
"STPU",,"Stellaria pubera Michx.",star chickweed
"STAM2",,"Streptopus amplexifolius (L.) DC.",claspleaf twistedstalk
"STAMA2",,"Streptopus amplexifolius (L.) DC. var. amplexifolius ",claspleaf twistedstalk
"STLA16",,"Streptopus lanceolatus (Aiton) Reveal",twistedstalk
"STLAL2",,"Streptopus lanceolatus (Aiton) Reveal var. lanceolatus ",twistedstalk
"STHE9",,"Strophostyles helvola (L.) Elliott",amberique-bean
"STPE15",,"Stuckenia pectinata (L.) Börner",sago pondweed
"SUCA2",,"Suaeda calceoliformis (Hook.) Moq.",Pursh seepweed
"SULI",,"Suaeda linearis (Elliott) Moq.",annual seepweed
"SUMA",,"Suaeda maritima (L.) Dumort.",herbaceous seepweed
"SUMAM",,"Suaeda maritima (L.) Dumort. ssp. maritima ",herbaceous seepweed
"SUMAR",,"Suaeda maritima (L.) Dumort. ssp. richii (Fernald) Bassett & C.W. Crompton",Rich's seepweed
"SUPR",,"Succisa pratensis Moench",devilsbit
"SUIN2",,"Succisella inflexa (Kluk) G. Beck",southern succisella
"SYAL",,"Symphoricarpos albus (L.) S.F. Blake",common snowberry
"SYALA",,"Symphoricarpos albus (L.) S.F. Blake var. albus ",common snowberry
"SYALL",,"Symphoricarpos albus (L.) S.F. Blake var. laevigatus (Fernald) S.F. Blake",common snowberry
"SYOC",,"Symphoricarpos occidentalis Hook.",western snowberry
"SYOR",,"Symphoricarpos orbiculatus Moench",coralberry
"SYAM3",,"Symphyotrichum ×amethystinum (Nutt.) G.L. Nesom [ericoides × novae-angliae]",aster
"SYBO2",,"Symphyotrichum boreale (Torr. & A. Gray) Á. Löve & D. Löve",northern bog aster
"SYCI",,"Symphyotrichum ciliolatum (Lindl.) Á. Löve & D. Löve",Lindley's aster
"SYCO3",,"Symphyotrichum concolor (L.) G.L. Nesom",eastern silver aster
"SYCO4",,"Symphyotrichum cordifolium (L.) G.L. Nesom",common blue wood aster
"SYDU2",,"Symphyotrichum dumosum (L.) G.L. Nesom",rice button aster
"SYDUD2",,"Symphyotrichum dumosum (L.) G.L. Nesom var. dumosum ",rice button aster
"SYDUS",,"Symphyotrichum dumosum (L.) G.L. Nesom var. strictior (Torr. & A. Gray) G.L. Nesom",rice button aster
"SYDUS2",,"Symphyotrichum dumosum (L.) G.L. Nesom var. subulifolium (Torr. & A. Gray) G.L. Nesom",rice button aster
"SYER",,"Symphyotrichum ericoides (L.) G.L. Nesom",white heath aster
"SYERE",,"Symphyotrichum ericoides (L.) G.L. Nesom var. ericoides ",white heath aster
"SYFA",,"Symphyotrichum falcatum (Lindl.) G.L. Nesom",white prairie aster
"SYFAC",,"Symphyotrichum falcatum (Lindl.) G.L. Nesom var. commutatum (Torr. & A. Gray) G.L. Nesom",white prairie aster
"SYLA3",,"Symphyotrichum laeve (L.) Á. Löve & D. Löve",smooth blue aster
"SYLAL3",,"Symphyotrichum laeve (L.) Á. Löve & D. Löve var. laeve ",smooth blue aster
"SYLA6",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom",white panicle aster
"SYLAL6",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum ",white panicle aster
"SYLAH7",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. hirsuticaule (Semple & Chmielewski) G.L. Nesom",white panicle aster
"SYLAL4",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. lanceolatum ",white panicle aster
"SYLAL5",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. latifolium (Semple & Chmielewski) G.L. Nesom",white panicle aster
"SYLA4",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve",calico aster
"SYLAA",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. angustifolium (Wiegand) G.L. Nesom",calico aster
"SYLAH5",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. horizontale (Desf.) G.L. Nesom",calico aster
"SYLAL7",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. lateriflorum ",calico aster
"SYLO2",,"Symphyotrichum lowrieanum (Porter) G.L. Nesom",Lowrie's blue wood aster
"SYNO2",,"Symphyotrichum novae-angliae (L.) G.L. Nesom",New England aster
"SYNO3",,"Symphyotrichum novi-belgii (L.) G.L. Nesom",New York aster
"SYNOE",,"Symphyotrichum novi-belgii (L.) G.L. Nesom var. elodes (Torr. & A. Gray) G.L. Nesom",New York aster
"SYNON",,"Symphyotrichum novi-belgii (L.) G.L. Nesom var. novi-belgii ",New York aster
"SYNOV",,"Symphyotrichum novi-belgii (L.) G.L. Nesom var. villicaule (A. Gray) J. Labrecque & L. Brouillet",hairy New York aster
"SYPA11",,"Symphyotrichum patens (Aiton) G.L. Nesom",late purple aster
"SYPAP2",,"Symphyotrichum patens (Aiton) G.L. Nesom var. patens ",late purple aster
"SYPI2",,"Symphyotrichum pilosum (Willd.) G.L. Nesom",hairy white oldfield aster
"SYPIP3",,"Symphyotrichum pilosum (Willd.) G.L. Nesom var. pilosum ",hairy white oldfield aster
"SYPIP2",,"Symphyotrichum pilosum (Willd.) G.L. Nesom var. pringlei (A. Gray) G.L. Nesom",Pringle's aster
"SYPR5",,"Symphyotrichum praealtum (Poir.) G.L. Nesom",willowleaf aster
"SYPRA",,"Symphyotrichum praealtum (Poir.) G.L. Nesom var. angustior (Wiegand) G.L. Nesom",willowleaf aster
"SYPR6",,"Symphyotrichum prenanthoides (Muhl. ex Willd.) G.L. Nesom",crookedstem aster
"SYPU",,"Symphyotrichum puniceum (L.) Á. Löve & D. Löve",purplestem aster
"SYPUP",,"Symphyotrichum puniceum (L.) Á. Löve & D. Löve var. puniceum ",purplestem aster
"SYRA5",,"Symphyotrichum racemosum (Elliott) G.L. Nesom",smooth white oldfield aster
"SYSU5",,"Symphyotrichum subulatum (Michx.) G.L. Nesom",eastern annual saltmarsh aster
"SYTE6",,"Symphyotrichum tenuifolium (L.) G.L. Nesom",perennial saltmarsh aster
"SYTR",,"Symphyotrichum tradescantii (L.) G.L. Nesom",shore aster
"SYUN",,"Symphyotrichum undulatum (L.) G.L. Nesom",wavyleaf aster
"SYUR",,"Symphyotrichum urophyllum (Lindl.) G.L. Nesom",white arrowleaf aster
"SYAS",,"Symphytum asperum Lepechin",prickly comfrey
"SYOF",,"Symphytum officinale L.",common comfrey
"SYTU",,"Symphytum tuberosum L.",tuberous comfrey
"SYFO",,"Symplocarpus foetidus (L.) Salisb. ex W.P.C. Barton",skunk cabbage
"SYJO4",,"Syringa josikaea Jacq. f. ex Rchb.",Hungarian lilac
"SYRE2",,"Syringa reticulata (Blume) H. Hara",Japanese tree lilac
"SYREA",,"Syringa reticulata (Blume) H. Hara ssp. amurensis (Rupr.) P.S. Greene & M.C. Chang",Amur lilac
"SYRER2",,"Syringa reticulata (Blume) H. Hara ssp. reticulata ",Japanese tree lilac
"SYVI3",,"Syringa villosa Vahl",villous lilac
"SYVU",,"Syringa vulgaris L.",common lilac
"TAER",,"Tagetes erecta L.",Aztec marigold
"TAMI3",,"Tagetes minuta L.",muster John Henry
"TAPA4",,"Tamarix parviflora DC.",smallflower tamarisk
"TABA",,"Tanacetum balsamita L.",costmary
"TAPA6",,"Tanacetum parthenium (L.) Sch. Bip.",feverfew
"TAVU",,"Tanacetum vulgare L.",common tansy
"TALA2",,"Taraxacum laevigatum (Willd.) DC.",rock dandelion
"TAOF",,"Taraxacum officinale F.H. Wigg.",common dandelion
"TAOFO",,"Taraxacum officinale F.H. Wigg. ssp. officinale ",common dandelion
"TABA80",,"Taxus baccata L.",English yew
"TACA7",,"Taxus canadensis Marshall",Canada yew
"TACU",,"Taxus cuspidata Siebold & Zucc.",Japanese yew
"TENU",,"Teesdalia nudicaulis (L.) W.T. Aiton",barestem teesdalia
"TEVI",,"Tephrosia virginiana (L.) Pers.",Virginia tephrosia
"TETE3",,"Tetragonia tetragonioides (Pall.) Kuntze",New Zealand spinach
"TEBO",,"Teucrium botrys L.",cutleaf germander
"TECA3",,"Teucrium canadense L.",Canada germander
"TECAC",,"Teucrium canadense L. var. canadense ",Canada germander
"TECAO",,"Teucrium canadense L. var. occidentale (A. Gray) E.M. McClint. & Epling",western germander
"TESC",,"Teucrium scorodonia L.",woodland germander
"THDI",,"Thalictrum dioicum L.",early meadow-rue
"THPU2",,"Thalictrum pubescens Pursh",king of the meadow
"THRE",,"Thalictrum revolutum DC.",waxyleaf meadow-rue
"THTH2",,"Thalictrum thalictroides (L.) Eames & B. Boivin",rue anemone
"THNO",,"Thelypteris noveboracensis (L.) Nieuwl.",New York fern
"THPA",,"Thelypteris palustris Schott",eastern marsh fern
"THPAP",,"Thelypteris palustris Schott var. pubescens (G. Lawson) Fernald",eastern marsh fern
"THSI2",,"Thelypteris simulata (Davenport) Nieuwl.",bog fern
"THVI",,"Thermopsis villosa (Walter) Fernald & B.G. Schub.",Aaron's rod
"THIN6",,"Thinopyrum intermedium (Host) Barkworth & D.R. Dewey",intermediate wheatgrass
"THPY4",,"Thinopyrum pycnanthum (Godr.) Barkworth",tick quackgrass
"THDU",,"Thladiantha dubia Bunge",Manchu tubergourd
"THAR5",,"Thlaspi arvense L.",field pennycress
"THOC2",,"Thuja occidentalis L.",arborvitae
"THTE7",,"Thymophylla tenuiloba (DC.) Small",bristleleaf pricklyleaf
"THTET",,"Thymophylla tenuiloba (DC.) Small var. tenuiloba ",bristleleaf pricklyleaf
"THPR",,"Thymus praecox Opiz",mother of thyme
"THPRA",,"Thymus praecox Opiz ssp. arcticus (Durand) Jalas",creeping thyme
"THPU5",,"Thymus pulegioides L.",lemon thyme
"THVU",,"Thymus vulgaris L.",garden thyme
"TICO",,"Tiarella cordifolia L.",heartleaf foamflower
"TICOC2",,"Tiarella cordifolia L. var. cordifolia ",heartleaf foamflower
"TIEU4",,"Tilia ×europaea L. (pro sp.) [cordata × platyphyllos]",common linden
"TIAM",,"Tilia americana L.",American basswood
"TIAMA",,"Tilia americana L. var. americana ",American basswood
"TIAMH",,"Tilia americana L. var. heterophylla (Vent.) Loudon",American basswood
"TICO2",,"Tilia cordata Mill.",littleleaf linden
"TIPE",,"Tilia petiolaris DC.",pendent silver linden
"TIDI",,"Tipularia discolor (Pursh) Nutt.",crippled cranefly
"TOJA",,"Torilis japonica (Houtt.) DC.",erect hedgeparsley
"TOLE2",,"Torilis leptophylla (L.) Rchb. f.",bristlefruit hedgeparsley
"TOPA6",,"Torreyochloa pallida (Torr.) Church",pale false mannagrass
"TOPAF",,"Torreyochloa pallida (Torr.) Church var. fernaldii (Hitchc.) Dore ex Koyama & Kawano",Fernald's false mannagrass
"TOPAP",,"Torreyochloa pallida (Torr.) Church var. pallida ",pale false mannagrass
"TORA2",,"Toxicodendron radicans (L.) Kuntze",eastern poison ivy
"TORAR",,"Toxicodendron radicans (L.) Kuntze ssp. radicans ",eastern poison ivy
"TORY",,"Toxicodendron rydbergii (Small ex Rydb.) Greene",western poison ivy
"TOVE",,"Toxicodendron vernix (L.) Kuntze",poison sumac
"TRAN15",,"Tradescantia ×andersoniana W. Ludwig & Rohweder [ohiensis × (subasper × virginiana)]",spiderwort
"TRBR",,"Tradescantia bracteata Small",longbract spiderwort
"TROH",,"Tradescantia ohiensis Raf.",bluejacket
"TRVI",,"Tradescantia virginiana L.",Virginia spiderwort
"TRDU",,"Tragopogon dubius Scop.",yellow salsify
"TRPO",,"Tragopogon porrifolius L.",salsify
"TRPR",,"Tragopogon pratensis L.",Jack-go-to-bed-at-noon
"TRBE",,"Tragus berteronianus Schult.",spiked bur grass
"TRRA",,"Tragus racemosus (L.) All.",stalked bur grass
"TRNA",,"Trapa natans L.",water chestnut
"TRFR",,"Triadenum fraseri (Spach) Gleason",Fraser's marsh St. Johnswort
"TRVI2",,"Triadenum virginicum (L.) Raf.",Virginia marsh St. Johnswort
"TRTE",,"Tribulus terrestris L.",puncturevine
"TRIN13",,"Trichomanes intricatum Farrar",weft fern
"TRAL7",,"Trichophorum alpinum (L.) Pers.",alpine bulrush
"TRPL6",,"Trichophorum planifolium (Spreng.) Palla",bashful bulrush
"TRBR5",,"Trichostema brachiatum L.",fluxweed
"TRDI2",,"Trichostema dichotomum L.",forked bluecurls
"TRHI8",,"Tricyrtis hirta (Thunb.) Hook.",toadlily
"TRFL2",,"Tridens flavus (L.) Hitchc.",purpletop tridens
"TRFLF",,"Tridens flavus (L.) Hitchc. var. flavus ",purpletop tridens
"TRBO2",,"Trientalis borealis Raf.",starflower
"TRBOB",,"Trientalis borealis Raf. ssp. borealis ",starflower
"TRAR4",,"Trifolium arvense L.",rabbitfoot clover
"TRAU2",,"Trifolium aureum Pollich",golden clover
"TRCA5",,"Trifolium campestre Schreb.",field clover
"TRDA4",,"Trifolium dalmaticum Vis.",Dalmatian clover
"TRDI6",,"Trifolium dichotomum Hook. & Arn.",branched Indian clover
"TRDU2",,"Trifolium dubium Sibth.",suckling clover
"TREC2",,"Trifolium echinatum M. Bieb.",prickly clover
"TRHY",,"Trifolium hybridum L.",alsike clover
"TRIN3",,"Trifolium incarnatum L.",crimson clover
"TRMA2",,"Trifolium macraei Hook. & Arn.",Chilean clover
"TRME",,"Trifolium medium L.",zigzag clover
"TRPR2",,"Trifolium pratense L.",red clover
"TRPU15",,"Trifolium purpureum Loisel",purple clover
"TRRE3",,"Trifolium repens L.",white clover
"TRRE4",,"Trifolium resupinatum L.",reversed clover
"TRST5",,"Trifolium striatum L.",knotted clover
"TRSU3",,"Trifolium subterraneum L.",subterranean clover
"TRTO4",,"Trifolium tomentosum L.",woolly clover
"TRMA20",,"Triglochin maritima L.",seaside arrowgrass
"TRCO7",,"Trigonella corniculata (L.) L.",cultivated fenugreek
"TRRA8",,"Trigonella ramosa L., nom. inq.",branched fenugreek
"TRCE",,"Trillium cernuum L.",whip-poor-will flower
"TRER3",,"Trillium erectum L.",red trillium
"TRGR4",,"Trillium grandiflorum (Michx.) Salisb.",white trillium
"TRUN",,"Trillium undulatum Willd.",painted trillium
"TRPE4",,"Triodanis perfoliata (L.) Nieuwl.",clasping Venus' looking-glass
"TRAU4",,"Triosteum aurantiacum E.P. Bicknell",orangefruit horse-gentian
"TRAUA",,"Triosteum aurantiacum E.P. Bicknell var. aurantiacum ",orangefruit horse-gentian
"TRPE5",,"Triosteum perfoliatum L.",feverwort
"TRTR3",,"Triphora trianthophora (Sw.) Rydb.",threebirds
"TRPU4",,"Triplasis purpurea (Walter) Chapm.",purple sandgrass
"TRMA17",,"Tripleurospermum maritimum (L.) W.D.J. Koch",false mayweed
"TRMAM",,"Tripleurospermum maritimum (L.) W.D.J. Koch ssp. maritimum ",false mayweed
"TRPE21",,"Tripleurospermum perforatum (Mérat) M. Lainz",scentless false mayweed
"TRDA3",,"Tripsacum dactyloides (L.) L.",eastern gamagrass
"TRMO20",,"Triraphis mollis R. Br.",purple needlegrass
"TRFL5",,"Trisetum flavescens (L.) P. Beauv.",yellow oatgrass
"TRSP2",,"Trisetum spicatum (L.) K. Richt.",spike trisetum
"TRAE",,"Triticum aestivum L.",common wheat
"TRMA7",,"Tropaeolum majus L.",nasturtium
"TRGR5",,"Tropidocarpum gracile Hook.",dobie pod
"TSCA",,"Tsuga canadensis (L.) Carrière",eastern hemlock
"TUGE",,"Tulipa gesneriana L.",Didier's tulip
"TUSY",,"Tulipa sylvestris L.",wild tulip
"TUFA",,"Tussilago farfara L.",coltsfoot
"TYGL",,"Typha ×glauca Godr. (pro sp.) [angustifolia or domingensis × latifolia]",hybrid cattail
"TYAN",,"Typha angustifolia L.",narrowleaf cattail
"TYLA",,"Typha latifolia L.",broadleaf cattail
"ULEU",,"Ulex europaeus L.",common gorse
"ULAM",,"Ulmus americana L.",American elm
"ULGL",,"Ulmus glabra Huds.",Wych elm
"ULPA",,"Ulmus parvifolia Jacq.",Chinese elm
"ULPR",,"Ulmus procera Salisb.",English elm
"ULPU",,"Ulmus pumila L.",Siberian elm
"ULRU",,"Ulmus rubra Muhl.",slippery elm
"ULTH",,"Ulmus thomasii Sarg.",rock elm
"URTE2",,"Urochloa texana (Buckley) R. Webster",Texas signalgrass
"URDI",,"Urtica dioica L.",stinging nettle
"URDID",,"Urtica dioica L. ssp. dioica ",stinging nettle
"URDIG",,"Urtica dioica L. ssp. gracilis (Aiton) Seland.",California nettle
"URUR",,"Urtica urens L.",dwarf nettle
"UTCO",,"Utricularia cornuta Michx.",horned bladderwort
"UTGE",,"Utricularia geminiscapa Benj.",hiddenfruit bladderwort
